Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHOPI Total,NHOPI Male,NHOPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Chelan,53007,2015,65-69,"4,573","2,267","2,305","4,446","2,199","2,247",6,6,0,46,28,18,35,19,16,2,2,0,39,14,25
Chelan,53007,2015,70-74,"3,294","1,625","1,669","3,217","1,588","1,629",4,0,4,28,16,12,19,7,11,2,0,2,26,14,11
Chelan,53007,2015,75-79,"2,281","1,105","1,176","2,227","1,086","1,140",2,0,2,8,1,7,13,6,8,2,0,2,29,11,17
Chelan,53007,2015,80-84,"1,651",754,898,"1,630",744,886,1,0,1,7,6,1,1,0,1,1,1,0,10,1,8
Chelan,53007,2015,85+,"1,943",729,"1,214","1,920",722,"1,198",2,2,0,4,0,4,5,3,3,0,0,0,13,3,10
Chelan,53007,2015,Total,"75,030","37,439","37,591","70,703","35,285","35,418",416,242,174,"1,324",675,649,763,330,433,163,90,73,"1,661",816,845
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clallam,53009,2015,0-4,"3,341","1,778","1,562","2,484","1,342","1,142",34,18,16,393,209,185,36,14,22,8,6,2,385,190,195
Clallam,53009,2015,5-9,"3,518","1,825","1,693","2,746","1,470","1,275",35,15,20,330,175,155,56,19,37,5,3,2,346,144,202
Clallam,53009,2015,10-14,"3,600","1,841","1,759","2,805","1,423","1,381",31,17,14,340,190,149,51,23,28,5,4,1,368,183,185
Clallam,53009,2015,15-19,"3,503","1,836","1,667","2,755","1,441","1,314",63,33,30,308,160,149,78,45,33,11,5,6,289,153,136
Clallam,53009,2015,20-24,"3,972","2,239","1,733","3,157","1,756","1,400",123,101,22,379,202,177,65,37,28,13,7,6,235,136,99
Clallam,53009,2015,25-29,"3,675","2,025","1,650","3,055","1,651","1,403",75,63,13,305,190,115,37,16,21,9,4,4,194,101,93
Clallam,53009,2015,30-34,"3,674","1,960","1,714","3,043","1,612","1,431",82,71,11,308,150,158,60,22,38,8,2,6,171,102,69
Clallam,53009,2015,35-39,"3,446","1,785","1,661","2,891","1,498","1,393",52,43,9,241,123,118,85,42,42,9,8,1,168,71,98
Clallam,53009,2015,40-44,"3,542","1,810","1,732","3,020","1,541","1,479",46,35,11,245,132,113,94,39,55,8,1,7,129,62,66
Clallam,53009,2015,45-49,"3,829","1,900","1,929","3,364","1,660","1,704",36,29,7,220,113,107,77,27,50,6,4,2,127,68,59
Clallam,53009,2015,50-54,"4,718","2,287","2,431","4,232","2,062","2,170",33,24,10,246,120,126,89,30,59,6,4,2,111,47,64
Clallam,53009,2015,55-59,"5,682","2,660","3,022","5,231","2,455","2,777",20,17,2,208,103,106,87,25,63,5,3,2,130,58,72
Clallam,53009,2015,60-64,"6,222","2,863","3,360","5,811","2,688","3,123",25,20,5,166,69,98,99,30,69,9,3,6,111,52,58
Clallam,53009,2015,65-69,"6,230","2,934","3,296","5,915","2,785","3,130",16,10,6,140,72,68,78,24,54,9,4,5,72,38,34
Clallam,53009,2015,70-74,"4,928","2,399","2,529","4,637","2,257","2,380",15,11,3,107,52,56,75,28,46,4,3,1,90,48,42
Clallam,53009,2015,75-79,"3,436","1,684","1,752","3,291","1,620","1,670",4,2,2,55,24,30,43,16,27,1,0,1,42,21,21
Clallam,53009,2015,80-84,"2,518","1,186","1,333","2,433","1,151","1,281",5,2,2,29,12,17,27,9,18,0,0,0,26,11,14
Clallam,53009,2015,85+,"2,816","1,134","1,683","2,759","1,113","1,646",3,1,1,18,4,15,18,5,13,0,0,0,19,11,8
Clallam,53009,2015,Total,"72,650","36,146","36,504","63,628","31,526","32,102",697,512,185,"4,040","2,099","1,941","1,155",452,703,118,62,56,"3,012","1,495","1,517"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clark,53011,2015,0-4,"27,731","14,189","13,542","22,649","11,615","11,034",646,315,331,305,171,133,"1,107",573,535,265,138,127,"2,760","1,377","1,383"
Clark,53011,2015,5-9,"30,859","15,810","15,049","25,311","12,942","12,368",815,417,399,344,197,148,"1,359",695,664,304,144,160,"2,726","1,416","1,311"
Clark,53011,2015,10-14,"32,490","16,656","15,835","26,690","13,758","12,932",898,468,430,370,187,183,"1,468",720,748,334,156,178,"2,730","1,366","1,364"
Clark,53011,2015,15-19,"30,719","15,901","14,818","25,692","13,254","12,438",899,484,415,386,203,183,"1,296",682,614,332,185,148,"2,113","1,093","1,020"
Clark,53011,2015,20-24,"27,857","13,850","14,007","23,982","11,856","12,126",781,431,350,345,187,158,"1,081",573,507,282,135,147,"1,386",668,718
Clark,53011,2015,25-29,"26,498","13,149","13,349","22,790","11,307","11,483",680,400,280,370,199,171,"1,201",538,663,276,135,141,"1,181",570,612
Clark,53011,2015,30-34,"29,234","14,434","14,800","25,221","12,547","12,674",659,339,321,390,199,190,"1,468",598,870,309,155,154,"1,187",596,591
Clark,53011,2015,35-39,"29,662","14,664","14,998","25,453","12,655","12,799",686,389,297,365,189,176,"1,922",852,"1,071",265,119,146,970,460,509
Clark,53011,2015,40-44,"30,299","15,160","15,139","26,309","13,229","13,080",741,436,305,346,164,182,"1,862",823,"1,039",232,123,109,810,385,425
Clark,53011,2015,45-49,"30,696","15,358","15,338","27,273","13,762","13,512",695,379,316,296,131,165,"1,547",669,878,195,103,93,689,315,373
Clark,53011,2015,50-54,"31,803","15,711","16,093","28,526","14,152","14,373",649,369,280,305,144,161,"1,518",672,846,169,86,83,637,288,350
Clark,53011,2015,55-59,"31,093","15,176","15,916","28,338","13,882","14,455",562,329,233,285,124,161,"1,253",538,715,122,69,53,532,234,299
Clark,53011,2015,60-64,"28,376","13,530","14,846","26,070","12,479","13,591",449,252,196,235,115,119,"1,103",434,669,110,55,55,409,194,216
Clark,53011,2015,65-69,"23,639","11,287","12,352","21,896","10,492","11,404",282,144,138,158,82,77,921,415,505,70,27,43,311,127,185
Clark,53011,2015,70-74,"16,124","7,735","8,388","14,927","7,122","7,806",168,103,66,92,47,45,660,321,339,42,23,19,234,120,114
Clark,53011,2015,75-79,"10,397","4,855","5,542","9,719","4,573","5,146",118,52,66,39,21,18,382,141,241,27,10,17,112,58,54
Clark,53011,2015,80-84,"6,945","3,058","3,888","6,597","2,902","3,695",59,30,29,18,12,6,197,83,114,14,1,13,60,29,31
Clark,53011,2015,85+,"7,398","2,650","4,748","7,136","2,559","4,578",54,10,43,15,8,6,140,48,93,8,6,2,45,19,26
Clark,53011,2015,Total,"451,820","223,172","228,648","394,579","195,087","199,492","9,841","5,346","4,495","4,664","2,380","2,284","20,485","9,375","11,110","3,357","1,671","1,686","18,894","9,313","9,581"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia,53013,2015,0-4,200,95,105,178,85,94,0,0,0,3,2,1,4,0,4,2,0,2,12,8,4
Columbia,53013,2015,5-9,206,105,101,182,95,87,0,0,0,5,1,4,0,0,0,0,0,0,19,9,10
Columbia,53013,2015,10-14,225,113,112,206,104,101,2,1,1,4,3,1,0,0,0,2,2,0,11,3,8
Columbia,53013,2015,15-19,211,107,104,195,96,99,3,3,0,7,3,4,1,1,0,0,0,0,5,4,1
Columbia,53013,2015,20-24,187,92,95,168,83,85,0,0,0,6,4,2,5,0,5,6,2,4,3,3,0
Columbia,53013,2015,25-29,153,76,77,140,70,70,0,0,0,2,0,2,2,2,0,1,1,0,7,2,5
Columbia,53013,2015,30-34,160,85,75,150,78,72,0,0,0,7,6,1,1,1,0,0,0,0,2,0,2
Columbia,53013,2015,35-39,178,90,89,160,79,81,2,2,0,7,2,5,2,0,2,0,0,0,7,7,0
Columbia,53013,2015,40-44,206,108,98,187,103,85,0,0,0,6,3,3,2,0,2,3,0,3,7,2,5
Columbia,53013,2015,45-49,260,132,128,244,121,122,5,4,1,1,1,0,2,1,1,4,1,3,4,3,1
Columbia,53013,2015,50-54,306,154,153,290,147,143,1,1,0,10,4,6,1,0,1,2,2,0,3,0,3
Columbia,53013,2015,55-59,338,168,169,324,160,164,1,1,0,3,0,3,3,3,0,1,1,0,7,4,3
Columbia,53013,2015,60-64,358,181,177,343,176,167,0,0,0,5,0,5,4,2,2,0,0,0,6,3,3
Columbia,53013,2015,65-69,359,173,185,347,166,180,0,0,0,5,3,1,0,0,0,0,0,0,8,4,4
Columbia,53013,2015,70-74,281,140,141,277,140,137,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Columbia,53013,2015,75-79,191,98,93,184,94,90,0,0,0,1,0,1,3,2,1,3,3,0,0,0,0
Columbia,53013,2015,80-84,124,60,64,124,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,53013,2015,85+,147,61,86,147,61,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,53013,2015,Total,"4,090","2,038","2,052","3,843","1,916","1,927",15,13,2,74,33,41,31,12,19,24,13,11,103,52,51
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cowlitz,53015,2015,0-4,"6,015","3,035","2,980","5,219","2,610","2,610",70,39,31,144,80,64,74,40,34,25,10,16,482,256,226
Cowlitz,53015,2015,5-9,"6,705","3,349","3,356","5,883","2,933","2,951",71,38,33,173,92,81,101,42,59,26,14,11,452,231,221
Cowlitz,53015,2015,10-14,"6,855","3,452","3,403","5,979","3,033","2,946",73,38,35,162,84,78,119,45,74,34,15,18,488,238,250
Cowlitz,53015,2015,15-19,"6,393","3,291","3,101","5,680","2,930","2,749",72,39,33,162,84,78,94,47,47,21,9,13,364,182,182
Cowlitz,53015,2015,20-24,"6,496","3,204","3,292","5,812","2,867","2,945",77,43,34,137,66,72,110,62,48,36,19,17,323,147,176
Cowlitz,53015,2015,25-29,"5,963","2,943","3,020","5,362","2,640","2,721",56,32,24,130,66,64,124,56,69,32,16,16,259,133,126
Cowlitz,53015,2015,30-34,"5,968","2,966","3,002","5,438","2,705","2,733",57,38,19,126,67,60,115,42,73,21,9,12,210,106,104
Cowlitz,53015,2015,35-39,"5,872","2,931","2,941","5,350","2,673","2,677",64,46,18,127,61,66,117,45,72,23,11,11,192,96,96
Cowlitz,53015,2015,40-44,"6,151","3,073","3,078","5,629","2,812","2,816",42,24,18,158,79,80,115,47,68,21,12,8,187,99,88
Cowlitz,53015,2015,45-49,"6,573","3,312","3,262","6,099","3,083","3,015",42,28,14,137,84,54,115,40,75,15,9,6,166,68,98
Cowlitz,53015,2015,50-54,"7,432","3,726","3,706","6,944","3,498","3,446",47,23,23,139,70,69,124,54,70,14,10,4,165,71,94
Cowlitz,53015,2015,55-59,"7,670","3,851","3,819","7,185","3,611","3,574",37,28,9,119,56,63,146,64,82,11,4,7,172,87,85
Cowlitz,53015,2015,60-64,"7,329","3,570","3,759","6,921","3,373","3,547",25,19,6,104,48,56,130,51,80,13,9,4,136,70,66
Cowlitz,53015,2015,65-69,"6,471","3,154","3,317","6,148","3,004","3,144",21,14,7,74,39,35,110,42,68,15,10,5,104,45,59
Cowlitz,53015,2015,70-74,"4,659","2,275","2,385","4,487","2,195","2,292",6,1,4,34,18,16,56,24,31,5,2,3,72,34,38
Cowlitz,53015,2015,75-79,"3,127","1,477","1,649","3,040","1,445","1,595",1,0,1,12,6,6,34,8,26,1,0,1,38,18,19
Cowlitz,53015,2015,80-84,"2,183",975,"1,208","2,119",948,"1,171",10,4,6,17,7,11,15,6,9,3,1,1,19,9,10
Cowlitz,53015,2015,85+,"2,416",890,"1,527","2,373",874,"1,499",1,0,1,9,3,6,11,5,6,4,3,1,18,5,13
Cowlitz,53015,2015,Total,"104,280","51,475","52,805","95,668","47,235","48,433",770,453,317,"1,967","1,009",958,"1,709",719,990,320,164,156,"3,846","1,895","1,951"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Douglas,53017,2015,0-4,"2,641","1,373","1,268","2,424","1,260","1,164",18,12,6,59,28,31,21,13,8,6,3,3,113,57,56
Douglas,53017,2015,5-9,"2,881","1,459","1,422","2,614","1,328","1,285",11,5,5,82,43,39,24,11,13,12,4,8,139,68,71
Douglas,53017,2015,10-14,"2,931","1,491","1,440","2,695","1,367","1,328",15,7,8,67,32,35,30,14,16,12,6,5,112,64,48
Douglas,53017,2015,15-19,"2,720","1,420","1,300","2,506","1,310","1,196",32,12,19,62,28,34,23,15,8,8,6,2,90,50,40
Douglas,53017,2015,20-24,"2,619","1,322","1,297","2,449","1,230","1,219",26,14,12,54,36,18,28,14,14,8,5,3,55,23,32
Douglas,53017,2015,25-29,"2,381","1,238","1,144","2,226","1,159","1,066",15,10,6,53,25,28,21,9,11,1,0,1,66,35,31
Douglas,53017,2015,30-34,"2,422","1,234","1,189","2,257","1,157","1,100",16,6,11,44,19,25,31,11,20,6,2,3,68,38,30
Douglas,53017,2015,35-39,"2,381","1,185","1,195","2,208","1,090","1,118",24,17,6,56,27,29,32,17,15,9,4,5,51,29,22
Douglas,53017,2015,40-44,"2,365","1,188","1,177","2,215","1,109","1,106",15,11,3,55,32,23,29,13,17,9,6,2,41,17,25
Douglas,53017,2015,45-49,"2,405","1,220","1,185","2,287","1,168","1,119",8,5,3,50,19,31,23,6,17,4,3,1,33,20,13
Douglas,53017,2015,50-54,"2,611","1,307","1,304","2,498","1,254","1,244",21,13,7,30,14,16,25,8,17,4,4,0,34,13,20
Douglas,53017,2015,55-59,"2,686","1,342","1,344","2,586","1,297","1,289",9,5,4,24,14,10,28,7,21,6,3,4,33,17,16
Douglas,53017,2015,60-64,"2,499","1,219","1,280","2,421","1,183","1,239",1,0,1,26,15,10,21,5,16,3,1,1,28,15,13
Douglas,53017,2015,65-69,"2,185","1,086","1,100","2,120","1,060","1,060",7,3,4,15,7,9,17,2,16,3,1,1,23,13,10
Douglas,53017,2015,70-74,"1,583",790,793,"1,538",764,774,0,0,0,14,9,5,18,8,9,0,0,0,13,9,4
Douglas,53017,2015,75-79,"1,092",522,570,"1,065",511,554,3,3,0,6,2,4,5,1,4,0,0,0,13,5,8
Douglas,53017,2015,80-84,792,358,434,773,350,423,0,0,0,8,3,4,3,0,3,2,2,0,7,3,4
Douglas,53017,2015,85+,796,281,515,791,280,512,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3
Douglas,53017,2015,Total,"39,990","20,035","19,955","37,674","18,878","18,796",219,124,95,706,355,351,378,154,224,91,51,40,922,474,448
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Ferry,53019,2015,0-4,360,193,167,207,114,94,3,0,3,117,60,58,9,5,4,0,0,0,23,14,9
Ferry,53019,2015,5-9,387,212,175,226,127,99,2,2,0,106,56,50,5,0,5,0,0,0,49,27,22
Ferry,53019,2015,10-14,403,212,191,275,139,136,6,6,0,77,44,33,3,1,2,0,0,0,42,22,20
Ferry,53019,2015,15-19,492,289,204,351,218,133,7,4,4,73,35,38,7,2,4,0,0,0,55,30,25
Ferry,53019,2015,20-24,467,261,206,310,183,127,6,3,4,113,58,54,4,2,2,5,3,3,30,13,17
Ferry,53019,2015,25-29,311,162,148,220,112,108,1,1,0,72,40,32,3,2,1,0,0,0,15,8,7
Ferry,53019,2015,30-34,314,164,150,215,109,107,2,2,0,73,41,32,6,4,2,0,0,0,18,9,9
Ferry,53019,2015,35-39,326,177,149,257,139,118,0,0,0,60,32,28,6,4,2,0,0,0,3,2,1
Ferry,53019,2015,40-44,368,185,183,275,146,129,3,1,2,61,26,35,11,2,9,1,1,0,17,8,9
Ferry,53019,2015,45-49,445,218,227,342,166,176,1,1,0,69,36,33,6,1,5,1,0,1,26,13,13
Ferry,53019,2015,50-54,541,256,285,424,194,230,0,0,0,84,42,41,4,1,2,0,0,0,30,19,11
Ferry,53019,2015,55-59,667,322,345,561,269,292,1,1,0,68,39,29,0,0,0,1,1,0,36,12,24
Ferry,53019,2015,60-64,753,396,357,658,346,312,0,0,0,62,32,30,0,0,0,1,0,1,31,18,14
Ferry,53019,2015,65-69,706,374,332,616,322,293,0,0,0,59,32,26,11,5,7,0,0,0,21,15,6
Ferry,53019,2015,70-74,501,266,235,447,245,202,0,0,0,46,21,25,2,0,2,0,0,0,6,0,6
Ferry,53019,2015,75-79,314,164,149,272,142,130,0,0,0,31,19,12,2,2,0,0,0,0,9,2,7
Ferry,53019,2015,80-84,192,98,94,158,85,74,0,0,0,24,7,17,4,0,4,0,0,0,6,6,0
Ferry,53019,2015,85+,163,67,96,138,57,81,0,0,0,15,3,12,2,2,0,0,0,0,8,5,3
Ferry,53019,2015,Total,"7,710","4,017","3,693","5,953","3,113","2,840",32,20,12,"1,207",622,585,84,33,51,10,5,5,424,223,201
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Franklin,53021,2015,0-4,"8,213","4,140","4,072","7,490","3,771","3,719",129,67,62,72,42,31,120,66,54,43,24,19,358,170,188
Franklin,53021,2015,5-9,"8,478","4,310","4,168","7,737","3,934","3,802",147,82,65,90,47,43,144,79,65,38,15,22,323,152,172
Franklin,53021,2015,10-14,"7,864","4,028","3,836","7,185","3,681","3,503",161,87,74,93,44,49,128,69,59,42,22,19,256,124,132
Franklin,53021,2015,15-19,"6,808","3,541","3,267","6,217","3,228","2,988",146,82,64,85,44,41,110,50,60,36,13,23,214,124,90
Franklin,53021,2015,20-24,"6,266","3,255","3,011","5,705","2,943","2,762",171,107,64,92,57,34,104,54,50,37,22,15,157,71,85
Franklin,53021,2015,25-29,"6,412","3,403","3,008","5,868","3,087","2,781",147,102,44,68,46,22,131,67,65,28,17,11,169,84,85
Franklin,53021,2015,30-34,"6,654","3,504","3,150","6,114","3,200","2,914",153,111,42,89,55,34,128,53,74,29,12,17,142,72,69
Franklin,53021,2015,35-39,"6,260","3,244","3,017","5,722","2,965","2,756",127,81,45,120,74,46,160,69,91,31,17,14,100,37,64
Franklin,53021,2015,40-44,"5,590","2,931","2,658","5,094","2,648","2,446",139,103,36,114,66,48,155,69,86,18,12,7,69,34,35
Franklin,53021,2015,45-49,"4,872","2,592","2,280","4,449","2,365","2,084",131,83,47,62,30,33,127,60,67,25,13,13,78,41,37
Franklin,53021,2015,50-54,"4,474","2,313","2,161","4,064","2,097","1,967",125,78,47,74,34,40,137,70,67,10,7,3,65,29,36
Franklin,53021,2015,55-59,"4,175","2,152","2,023","3,872","2,002","1,870",111,61,50,45,22,23,94,40,54,4,3,1,49,24,25
Franklin,53021,2015,60-64,"3,589","1,828","1,761","3,322","1,706","1,615",104,56,48,41,19,22,83,39,44,5,1,4,35,7,28
Franklin,53021,2015,65-69,"2,825","1,430","1,394","2,639","1,329","1,310",42,26,16,24,12,12,88,48,40,3,3,0,29,12,17
Franklin,53021,2015,70-74,"1,859",935,923,"1,729",873,856,37,16,20,24,19,4,48,24,24,2,0,2,19,3,16
Franklin,53021,2015,75-79,"1,175",574,601,"1,108",537,571,23,12,11,7,4,3,29,15,15,0,0,0,8,7,1
Franklin,53021,2015,80-84,795,364,431,743,338,406,16,7,9,4,2,2,22,8,13,0,0,0,9,9,0
Franklin,53021,2015,85+,843,350,492,789,331,458,29,8,21,11,7,4,12,3,8,0,0,0,3,1,1
Franklin,53021,2015,Total,"87,150","44,895","42,255","79,846","41,036","38,810","1,937","1,170",767,"1,114",624,490,"1,819",883,936,353,183,170,"2,081",999,"1,082"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Garfield,53023,2015,0-4,102,44,58,91,42,49,0,0,0,0,0,0,4,1,3,0,0,0,7,2,6
Garfield,53023,2015,5-9,110,47,64,98,40,58,0,0,0,2,0,2,2,1,2,0,0,0,8,5,3
Garfield,53023,2015,10-14,139,70,69,134,68,66,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
Garfield,53023,2015,15-19,139,76,63,135,75,60,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2
Garfield,53023,2015,20-24,89,51,38,83,46,38,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0
Garfield,53023,2015,25-29,63,35,28,60,33,27,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1
Garfield,53023,2015,30-34,95,46,48,88,45,43,0,0,0,1,0,0,2,0,2,1,0,1,3,1,2
Garfield,53023,2015,35-39,118,61,57,113,57,56,0,0,0,0,0,0,3,2,1,0,0,0,2,2,0
Garfield,53023,2015,40-44,114,54,59,109,53,56,0,0,0,0,0,0,2,0,2,0,0,0,2,1,1
Garfield,53023,2015,45-49,129,60,69,126,60,66,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Garfield,53023,2015,50-54,159,80,79,156,79,77,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
Garfield,53023,2015,55-59,196,98,99,195,97,98,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Garfield,53023,2015,60-64,213,106,107,207,104,102,0,0,0,5,1,3,2,1,1,0,0,0,0,0,0
Garfield,53023,2015,65-69,193,97,96,192,96,96,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Garfield,53023,2015,70-74,136,66,69,132,65,67,0,0,0,2,2,0,1,0,1,0,0,0,1,0,1
Garfield,53023,2015,75-79,92,44,48,91,44,47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Garfield,53023,2015,80-84,73,34,39,73,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2015,85+,100,37,64,100,37,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2015,Total,"2,260","1,106","1,154","2,181","1,072","1,109",0,0,0,9,4,5,27,10,17,1,0,1,42,20,22
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Grant,53025,2015,0-4,"7,714","3,851","3,863","6,988","3,471","3,518",159,82,77,178,100,78,57,33,24,9,6,3,321,158,163
Grant,53025,2015,5-9,"8,014","4,038","3,975","7,340","3,698","3,642",174,93,81,152,85,67,55,23,32,9,5,4,284,135,149
Grant,53025,2015,10-14,"7,650","3,869","3,782","7,037","3,562","3,475",152,87,65,147,59,89,57,33,23,7,4,3,250,124,127
Grant,53025,2015,15-19,"6,904","3,572","3,332","6,307","3,239","3,068",144,87,57,144,77,67,49,31,18,14,8,6,245,129,116
Grant,53025,2015,20-24,"6,651","3,542","3,109","6,032","3,194","2,838",177,99,78,154,92,62,95,68,27,15,10,5,180,80,100
Grant,53025,2015,25-29,"6,271","3,362","2,909","5,824","3,121","2,704",118,74,44,129,67,62,66,22,44,7,6,1,127,72,54
Grant,53025,2015,30-34,"6,117","3,191","2,926","5,654","2,933","2,720",128,75,53,129,69,60,68,34,34,5,2,2,135,77,58
Grant,53025,2015,35-39,"5,736","2,943","2,793","5,354","2,742","2,612",95,47,49,108,58,50,78,37,41,5,2,3,96,57,38
Grant,53025,2015,40-44,"5,443","2,806","2,638","5,067","2,631","2,436",78,42,36,129,59,70,75,38,37,6,2,3,88,33,55
Grant,53025,2015,45-49,"5,306","2,747","2,559","4,963","2,563","2,400",99,56,43,104,63,41,52,22,30,5,3,2,83,40,43
Grant,53025,2015,50-54,"5,489","2,812","2,677","5,135","2,650","2,485",96,54,42,113,40,72,51,21,30,8,5,3,85,41,45
Grant,53025,2015,55-59,"5,352","2,715","2,636","5,064","2,571","2,493",44,29,14,84,41,43,64,27,37,1,1,0,95,46,49
Grant,53025,2015,60-64,"4,894","2,421","2,473","4,630","2,301","2,328",29,13,16,94,46,48,60,24,35,6,1,5,76,35,41
Grant,53025,2015,65-69,"4,299","2,143","2,156","4,099","2,050","2,049",32,18,14,55,28,27,49,13,36,4,1,3,60,33,27
Grant,53025,2015,70-74,"3,058","1,526","1,532","2,916","1,455","1,461",31,20,11,35,18,17,36,17,19,6,4,3,35,12,22
Grant,53025,2015,75-79,"2,042",990,"1,052","1,950",954,996,15,7,8,22,9,13,22,8,14,2,2,0,30,9,22
Grant,53025,2015,80-84,"1,451",671,781,"1,377",638,739,13,7,6,6,4,2,29,11,18,1,1,0,25,10,15
Grant,53025,2015,85+,"1,539",623,917,"1,473",593,880,16,8,7,9,3,6,28,10,18,1,0,1,13,8,5
Grant,53025,2015,Total,"93,930","47,819","46,111","87,211","44,366","42,845","1,599",898,701,"1,791",919,872,990,473,517,111,64,47,"2,228","1,100","1,128"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Grays Harbor,53027,2015,0-4,"3,953","1,992","1,961","3,152","1,581","1,571",35,17,18,317,168,150,52,24,28,12,7,5,386,195,191
Grays Harbor,53027,2015,5-9,"4,266","2,148","2,118","3,480","1,736","1,744",45,22,23,313,181,132,64,28,37,12,8,3,351,173,178
Grays Harbor,53027,2015,10-14,"4,281","2,162","2,119","3,504","1,799","1,706",72,40,32,313,154,159,60,23,37,11,6,4,322,141,181
Grays Harbor,53027,2015,15-19,"4,058","2,116","1,941","3,365","1,748","1,618",42,20,23,309,178,131,59,27,32,15,7,8,267,137,130
Grays Harbor,53027,2015,20-24,"4,552","2,441","2,112","3,782","2,019","1,764",81,69,12,375,203,173,87,47,40,21,11,10,207,93,114
Grays Harbor,53027,2015,25-29,"4,448","2,503","1,945","3,732","2,055","1,677",114,103,11,286,178,108,92,42,49,22,17,5,202,107,95
Grays Harbor,53027,2015,30-34,"4,442","2,472","1,970","3,784","2,077","1,707",130,112,18,245,139,106,92,44,47,25,19,6,167,80,87
Grays Harbor,53027,2015,35-39,"4,187","2,318","1,868","3,603","1,955","1,648",90,84,6,251,151,100,71,38,32,16,12,4,156,77,78
Grays Harbor,53027,2015,40-44,"4,174","2,254","1,920","3,659","1,960","1,698",74,63,11,226,112,114,83,40,43,13,12,1,119,66,53
Grays Harbor,53027,2015,45-49,"4,475","2,379","2,097","3,985","2,093","1,892",60,51,9,232,133,100,77,39,37,14,9,5,108,54,54
Grays Harbor,53027,2015,50-54,"5,204","2,691","2,514","4,682","2,412","2,270",56,46,10,207,105,102,88,41,47,19,10,9,154,78,76
Grays Harbor,53027,2015,55-59,"5,563","2,784","2,779","5,092","2,544","2,549",46,40,6,179,87,92,94,36,58,11,4,7,141,74,68
Grays Harbor,53027,2015,60-64,"5,505","2,707","2,798","5,070","2,485","2,585",37,27,10,197,98,99,77,33,44,13,10,4,110,54,57
Grays Harbor,53027,2015,65-69,"4,875","2,423","2,452","4,542","2,268","2,274",15,8,7,168,78,90,61,21,40,4,4,0,86,45,41
Grays Harbor,53027,2015,70-74,"3,542","1,748","1,794","3,316","1,641","1,675",12,12,0,86,45,41,50,13,37,7,0,7,71,37,34
Grays Harbor,53027,2015,75-79,"2,342","1,140","1,203","2,222","1,082","1,139",3,3,0,49,30,20,28,6,22,3,1,1,38,17,21
Grays Harbor,53027,2015,80-84,"1,607",740,867,"1,549",717,832,2,2,0,20,11,9,10,3,8,0,0,0,25,7,18
Grays Harbor,53027,2015,85+,"1,635",656,979,"1,587",643,944,3,1,1,18,6,12,13,1,11,3,2,1,11,3,8
Grays Harbor,53027,2015,Total,"73,110","37,674","35,436","64,106","32,815","31,291",916,720,196,"3,793","2,057","1,736","1,156",506,650,219,139,80,"2,920","1,437","1,483"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Island,53029,2015,0-4,"5,146","2,568","2,578","3,983","1,997","1,986",191,95,96,45,22,23,205,104,100,33,19,15,688,331,357
Island,53029,2015,5-9,"4,493","2,320","2,173","3,526","1,818","1,707",141,76,64,39,18,21,197,86,110,33,22,11,558,300,259
